,productname,brand,price,fabrictype,closuretype,countryoforigin,productdescription,ratings,rate,about,product_id,brand_id
56,IZOD Men's American Chino Double Pleated Classic Fit Pant, IZOD,32.7,100% Cotton,Button,Bangladesh,"The IZOD American classic-fit chino trousers are designed for great looks and comfort, whether they're worn in the boardroom, out for a day of golfing, or on a night out. These chinos combine timeless, classic style with versatility to deliver all-day comfort and contemporary good looks.Our IZOD chino pants feature a slightly moderate-rise waist with a zipper fly, a button closure, and a belt-loop waistband. The 4-pocket construction leaves ample room for your wallet and keys as you head out for a day with friends. These pants are available with a flat or double-pleated front that pairs with the classic style for a seamless design. Available in multiple colors and sizes, these pants offer effortless style that looks great no matter where you wear them. Made from wrinkle-free 100% cotton with superior breathability, these pants are machine washable on a gentle setting with mild detergent.IZOD is a clothing line that is synonymous with quality. We make clothing for men with the highest-quality materials and expert stitching that will stand up to work and play. Our pants, shirts, activewear, and more combine the best of contemporary fashion, comfort, and versatility.",2713,4.3,"CHINO PANTS FOR MEN: These classic IZOD pants for men deliver casual comfort combined with timeless style. Our men’s dress pants are versatile and perfect for any occasion, from a day in the office to a day of golf to a night out.",57,38
57,Dickies Men's Regular Straight Stretch Twill Cargo Pant Big, Dickies,34.99,"65% Polyester, 35% Cotton",Zipper,Honduras,"Flex fabric for ease of movement, sits slightly below the waist",22443,4.5,Combination multi-use pocket,58,22
58,Van Heusen Men's Slim Fit Stretch Flat Front Traveler Pant, Van Heusen,20.99,100% Polyester,Button,Kenya,Van Heusen Mens Slim Fit Stretch Flat Front Traveler Pant,5682,4.5,Natural stretch fabric provides comfort that moves with you,59,76
59,Haggar Men's Premium Comfort Dress Slim Fit Flat Front Pant, Haggar,49.99,"78% Polyester, 22% Recycled Polyester",Hook and Bar,Bangladesh,"This sustainable, yet comfortable dress pant is sure to be a staple in your wardrobe! The Polyester fibers offer moisture wicking while the premium flex waistband provides all-day comfort. PRO STYLE TIP: Classic pieces never go out of style. Pair this dress pant with a Sportcoat and dress shirt to elevate your look. Don't be afraid to mix and match accessories. You can use patterns and textures to add more depth by remaining consistent with the color family.",2501,4.5,"FEATURES: This flat front slim fit pant features a hook and bar closure, off seam front pockets, double welt button through back pocket and a blind hem for a seamless finish.",60,34
60,Amazon Essentials Men's Straight-Fit Stretch Jean, Amazon Essentials,28.5,"98% Cotton, 2% Elastane",Button,India,An Amazon brand - These classic 5-pocket straight-fit jeans are crafted with a bit of stretch for additional comfort and to help maintain their shape,16388,4.2,STRAIGHT FIT: Fitted through the hip and thigh with a straight leg. Sits at the waist.,61,5
61,"Perry Ellis Men's Essentials Linen Dress Pant, Modern Fit, Solid Twill, Lightweight (Waist Size 29-42)", Perry Ellis,53.16,"54% Linen, 46% Cotton",Zipper,Indonesia,"Prepare to look and feel amazing in these Perry Ellis men's modern-fit dress pants. Crafted from a breathable and durable linen blend fabric, they are perfect for staying comfortable during tropical destination weddings, business retreats, or any warm climate event. The classic twill weave adds a subtle texture to the material while maintaining a lightweight feel that keeps you cool. The hidden tech pocket and premium linen-cotton blend fabric make them a functional and stylish must-have for your summer wardrobe; pair these versatile solid-colored pants with the matching suit jacket and vest. Embrace both comfort and sophistication with these dress pants for men that will elevate your warm weather style.",1954,4.4,"BREATHABLE & LIGHTWEIGHT: Stay cool and comfortable all day with these lightweight men's dress pants. Made from a breathable linen-cotton blend fabric, they allow air to pass through effortlessly, ensuring a fresh feel and stylish comfort.",62,57
62,Haggar Men's Work to Weekend Hidden Expandable Waist Classic Fit Pleated Front Pant, Haggar,39.99,100% Cotton,32 Inches,Bangladesh,HAGGAR Mens Work to Weekend Hidden Expandable Waist Classic Fit Pleated Front Pant,7669,4.5,"FEATURES: The iconic Work To Weekend pant features a traditional pant that never goes out of style. The pleat front, classic fit silhouette offers a hidden expandable waistband tat stretches up to 3"" to provide the ultimate comfort in your mid-section.",63,34
63,"Perry Ellis Men's Portfolio Performance Dress Pant, Modern Fit, Non-Iron, Flat Front Stretch (Waist Size 30-42)", Perry Ellis,39.99,100% Polyester,Zipper,Vietnam,"Introducing the perfect blend of style and practicality - these dress pants for men are a must-have in your wardrobe! Crafted with precision, the lightweight and breathable 100% polyester fabric ensures year-round comfort like no other. Experience the joy of staying dry and cool throughout the day with the built-in moisture-wicking technology that efficiently moves perspiration away from your body. No more worrying about wrinkles either, as these pants are non-iron, effortlessly maintaining their smooth and polished appearance throughout the day. With added stretch for a comfortable fit, these men's flat-front pants are ready to accompany you wherever your day takes you.",7311,4.5,"NON-IRON: These men's dress pants are non-iron, so they stay smooth day to night. They're an excellent choice for business travelers as they don't need to be ironed after packing or flying. Look effortlessly stylish and wrinkle-free!",64,57
64,Haggar Mens Cool 18 Classic Fit Flat Front Hidden Expandable Waistband Casual Pant, Haggar,39.99,100% Polyester,Button,Bangladesh,Haggar Mens Cool 18 Classic Fit Flat Front Hidden Expandable Waistband Casual Pant,22094,4.4,"COOL 18: This collection combines classic Haggar styling with a revolutionary technology to enhance fabrics on a molecular level. The result. Fabric that resists wrinkles, wicks away moisture, and resists static without sacrificing comfort.",65,34
65,Amazon Essentials Men's Straight-Fit 5-Pocket Comfort Stretch Chino Pant (Previously Goodthreads), Amazon Essentials,24.0,"99% Cotton, 1% Elastane",Button,Bangladesh,1placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text.,3698,4.4,STRAIGHT FIT: Fitted through the hip and thigh with a straight leg. Sits at the waist.,66,5
66,Haggar Men's E Clo Repreve Stria Classic Fit Pleated Front Dress Pant, Haggar,44.99,"77% Polyester, 23% Polyester",30 Inches,China,HAGGAR Mens E Clo Repreve Stria Classic Fit Pleated Front Dress Pant,3569,4.5,SUSTAINABLE: Haggar E-CLO products made with REPREVE recycled fiber by UNIFI. Look good and feel great about your purchase from Haggar. This dress pant features a pleat front with hook and bar closure in a classic fit silhouette.,67,34
67,Amazon Essentials Men's Athletic-Fit 5-Pocket Comfort Stretch Chino Pant (Previously Goodthreads), Amazon Essentials,23.03,"99% Cotton, 1% Elastane",Zipper,Vietnam,"placeholder text, placeholder text, placeholder text...",4983,4.4,This product was previously sold as Goodthreads and now as Amazon Essentials.,68,5
68,Lee Mens Big and Tall Extreme Motion Twill Cargo Pant, Lee,20.19,"98% Cotton, 2% Spandex",Zipper,Bangladesh,Lee Mens Big and Tall Extreme Motion Twill Cargo Pant,128,4.4,"REGULAR FIT. With a regular fit through the hip and thigh and straight leg opening, these pants sit at the natural waist with a flex waistband for added range of motion. These pants offer flexibility and utility storage for work and adventure.",69,43
69,Lee Men's Big & Tall Extreme Motion Flat Front Relaxed Taper Pant, Lee,44.9,"60% Cotton, 38% Polyester, 2% Spandex",Zipper,Bangladesh,"Just like our founder,  H.D. Lee, our passion is helping can-do people do more. We are committed to designing clothing that conforms to your body, allowing you to move through life freely. We help you chase the things that bring you joy and laughter. The things that make you fearless and hopefully because your passion is what makes you unique. And what moves you, moves us. Move your Lee.",799,4.6,Relaxed fit with a tapered leg opening,70,43
70,Haggar Men's 4 Way Stretch Slim Fit Flat Front Dress Pant, Haggar,59.99,100% Polyester,Hook and Bar,Bangladesh,HAGGAR Mens 4 Way Stretch Slim Fit Flat Front Dress Pant,6139,4.5,"FEATURES: From The J.M. Haggar collection, this slim fit flat front pant features off-seam front pockets, double welt back pockets with a comfortable premium flex waistband allowing the comfort of stretch on your mid-section.",71,34
71,"Russell Athletic Men's Dri Power Fleece Elastic Bottom Sweatpants, Relaxed Fit, Moisture Wicking, with or Without Pockets", Russell Athletic,18.95,"50% Cotton, 50% Polyester",Elastic,Honduras,"All day comfort is what you get with these classic athletic sweatpants. Made with medium-weight fleece, featuring Dri-Power® moisture wicking technology to keep body heat in so you can stay warm and dry. Elastic waistband with inside quick cord, for an adjustable fit. Hemmed elastic bottom that stays securely in place. Available with generous side pockets to carry your accessories with you on the go or without pockets for a streamlined look. Inseams- S-30"", M-31"", L-32"", XL-33"", XXL-34"", 3XL-35"", 4XL-36"".",952,4.3,Medium-weight 9 oz fleece keeps in body heat so you can stay warm,72,62
72,GAP Men's Essential Slim Fit Khaki Chino Pants, GAP,29.99,"98% Cotton, 2% Lycra",Pull On,China,Everyday performance meets all day comfort. The not so basic khaki pants that look great with everything. Win win.,466,4.4,"THE ESSENTIAL SLIM FIT KHAKIS: With a slim cut that’s lean but never tight, our khaki pants are made from a smooth cotton twill fabric with GapFlex stretch to keep you comfortable all day long",73,29
73,Wrangler Authentics Men's Regular Tapered Cargo Pant, Wrangler Authentics,29.99,"99% Cotton, 1% Spandex",Zipper,Bangladesh,"The Wrangler Authentics collection delivers laid-back style for the man on the go. Performance-level comfort is built into our classic button-downs and blue jeans for an outfit that feels as good as it looks. Wrangler Authentics jeans are constructed with 5-pocket styling, made from heavyweight 100% cotton denim, and feature a comfortable waist with deep front pockets. Available with Advanced Comfort technology that helps your jeans move with you for all day comfort. Pair with your favorite Wrangler Authentics shirt for a night out or casual weekend.",14116,4.4,"REGULAR FIT. Built with a regular fit through the seat and thigh, these versatile cargo pants sit below the natural waist and are made to move with you throughout the day.",74,79
74,Volcom Men's Frickin Modern Fit Stretch Chino Pant, Volcom,29.97,"59% Cotton, 39% REPREVE Recycled Polyester, 2% Elastane Twill",Zip fly with button,China,"The Volcom modern stretch chino pant is perfect for the skate park or the office. This chino is made from a comfortable cotton and polyester blend with a little stretch to make sure you get a full range of motion. Loaded with details like custom stone embroidery on the inside left leg, Volcom flag tag on back right pocket and an asymmetrical back yoke.",3580,4.5,"16"" leg opening",75,77
