,productname,brand,price,fabrictype,closuretype,countryoforigin,productdescription,ratings,rate,about,product_id,brand_id
192,Jockey Men's Casualwear Lightweight Fleece Sweatpant, Jockey,18.7,"62% Polyester, 34% Rayon, 4% Spandex",Drawstring,China,"Add these Jockey men's Active stripe leg pant to your wardrobe rotation. The ultra soft fleece fabrication provide all day comfort and feature a straight leg style design, loose fit leg, side pockets, and adjustable drawstring closure. This style comes in a variety of different colors.",248,4.4,Style 510716,193,40
193,Wrangler mens Free to stretch Regular Fit Jean, Wrangler,34.99,"99% Cotton, 1% Spandex",Zipper,Nicaragua,Unknown,784,4.4,CLASSIC FIT. These straight leg jeans have a regular fit through the seat and thigh for complete comfort and a streamlined look.,194,78
194,GAP Men's Essential Khaki, GAP,41.4,"98% Cotton, 2% Spandex",Bangladesh,Unknown,"Modern American Optimism is in our DNA. Since 1969, we have acted as a force for good. Bridging the gaps between generations, backgrounds, and ideas through the honesty (and hope) of our eternal youthful energy.",20,3.5,"Gap champions a uniquely American sense of style with apparel that bridges the gaps between individuals, generations, and cultures",195,29
195,"Mountain Hardwear Men's Standard Hardwear AP Pant, Dark Storm, 38W x 34L", Mountain Hardwear,15.06,"75% Cotton, 22% Nylon, 3% Lycra Elastane",Button,Indonesia,"An all-day pant that offers a unique combination of performance and style. Backpacker gave the AP Pant its Editor's Choice Award, and you'll see why. Made from a twill fabric that's comfortable, durable, and has excellent stretch, it's known for its incomparable fit and versatility.",Unknown,3,UPF 50 filters harsh UV rays,196,50
196,C9 Champion Men's Soft Touch Pant, C9 Champion,29.99,100% Polyester,Drawstring,Philippines,"The Men's Soft Touch Training Pant from C9 Champion features wicking technology that keeps you cool, while soft, stretch fabric keeps you feeling comfortable and motivated.",1203,4.5,Loose fit: Relaxed fit for comfort and mobility,197,13
197,Dickies Men's Loose Fit Double Knee Work Pants, Dickies,34.99,"65% Polyester, 35% Cotton",Zipper,Mexico,"Our Dickies Men's Loose Fit Double Knee Work Pants work double-time in comfort so you can stay comfortable and focused on doing your work. The twill blend adds durability and is easy to care for. These pants feature reinforced knees for even more durability, as well as a high-rise waist and relaxed fit, with a classic straight leg. And the wide-tunnel belt loops are sturdy and can handle a heavy belt. These Double Knee Work Pants also have welt back pockets that stay securely closed, and a front multiuse pocket, too.",1,3,Reinforced knees,198,22
198,"Jerzees Men's NuBlend Fleece Joggers & Sweatpants, Cotton Blend, Sizes S-3x", Jerzees,14.49,"50% Cotton, 50% Polyester",Pull On,Honduras,"Our Jerzees open bottom sweatpants is a must-have if you're looking for both comfort and style. Our sweatpants is ideal for both lounging and running errands. The inner quick cord can be adjusted for a customized fit, while side pockets allow you to securely carry your items. Our open bottom sweatpants is pill-resistant and stays soft and durable, wash after wash.",5091,4.2,Fit Type - Open Bottom with Pockets,199,39
199,Columbia mens Columbia Trek Jogger, Columbia,32.4,Machine Wash,Mid Rise,Bangladesh,Unknown,169,4.7,COMFY CLASSIC: Curl up or getting moving in this comfy men’s jogger with an adjustable elastic waist and tapered cuffs,200,19
200,Dickies Men's Relaxed-Fit Five-Pocket Flex Performance Carpenter Jean, Dickies,35.99,"63% Cotton, 35% Polyester, 2% Spandex",Hook and Eye,Mexico,Men's performance 5-pocket carpenter jean is made from a 11.5 ounce denim that is stronger and longer lasting than standard denim to stand up with you on those tough jobs. Exceptional abrasion resistance. Natural stretch woven into the fabric will move with you.,1263,4.5,Relaxed work-ready jean featuring carpenter styling with hammer loop and five-pocket styling,201,22
201,"Champion Men'S Sweatpants, Reverse Weave, Heavyweight Fleece Sweatpants For Men, 30", Champion,35.7,"82% Cotton, 18% Polyester; Oxford Gray: 77% Cotton, 23% Polyester; Silver Gray: 80% Cotton, 20% Polyester; Granite: 66% Cotton, 34% Polyester",Drawstring,Honduras,"Champion Men'S Sweatpants, Reverse Weave, Heavyweight Fleece Sweatpants For Men, 30",1307,4.3,"THE FIT - Loose-fit men's sweatpants with a 30"" inseam for easy, all-day comfort.",202,16
202,ARIAT mens Rebar M4 Relaxed Durastretch Made Tough Stackable Straight Leg Pant, ARIAT,49.95,"82% Cotton, 17% Repreve recycled polyester, 1% Spandex",Button,Vietnam,"Rebar M4 Low Rise DuraStretch Made Tough Stackable Straight Leg Pant Rebarâ„ Made Tough DuraStretch Work Pants deliver strength minus the stiffness or bulk. Built-in stretch provides exceptional comfort and mobility. Our straight leg style features triple-needle stitching for added durability. 9 oz DuraStretch canvas Utility pocket and pen slot Carabiner loop Triple needle stitching at stress points 99% cotton, 1% spandex.",673,4.5,Triple needle stitching at stress points,203,3
203,Dockers Men's Straight Fit Easy Khaki Pants, Dockers,35.0,"64% Cotton, 34% Polyester, 2% Elastane",Button,Bangladesh,"Easy care, easy wear. When the occasion calls for a polished look, these versatile khakis will keep you looking stylish all day. Now with stretch for performance, no wrinkles technology, and an all motion comfort waistband, these pants are instant favorites.",2928,4.4,"Sits at waist, straight fit through seat and thigh with straight leg",204,23
204,Under Armour Men's Gameday Vanish Pipe Pants, Under Armour,45.0,100% Knit,Pull On,Indonesia,"Under Armour’s mission is to make all athletes better through passion, design and the relentless pursuit of innovation. The technology behind Under Armour's diverse product assortment is complex, but the program for reaping the benefits is simple: wear HeatGear when it's hot, ColdGear when it's cold, and AllSeasonGear between the extremes.",101,4.3,"Under Armour’s mission is to make all athletes better through passion, design and the relentless pursuit of innovation",205,75
205,IZOD Men's American Chino Flat Front Slim Fit Pant, IZOD,29.99,100% Cotton,Zipper,Bangladesh,"The IZOD American slim-fit chino trousers are designed for great looks and comfort, whether they're worn in the boardroom, out for a day of golfing, or on a night out. Our slim-fit chino pant combines timeless, classic style with versatility. These dress pants for men deliver all-day comfort and contemporary good looks.Our IZOD chino pants feature a zipper fly, a button closure, and a belt-loop waistband. The 4-pocket construction leaves ample room for your wallet and keys as you head out for a day with friends, and a slightly lower waist with a sleek flat front pairs with the slim-legged style for a seamless design. Available in multiple colors and sizes, these pants offer effortless style that looks great no matter where you wear them. Made from wrinkle-free 100% cotton with superior breathability, these pants are machine washable on a gentle setting with mild detergent.IZOD is a clothing line that is synonymous with quality. We make clothing for men with the highest-quality materials and expert stitching that will stand up to work and play. Our pants, shirts, activewear, and more combine the best of contemporary fashion, comfort, and versatility.",3062,4.3,"CHINO PANTS FOR MEN: These classic IZOD pants for men deliver casual comfort combined with timeless style. Our slim-fit flat-front chinos are versatile and perfect for any occasion, from a day in the office to a day of golf to a night out.",206,38
206,Columbia Men's Cobble Creek 5 Pocket Pant, Columbia,39.99,Machine Wash,32 Inches,India,"A classic and comfortable 5-pocket pant, featuring an Active Fit, a hint of stretch for mobility, and plenty of pockets. These men's pants are durable and comfortable and include two back pockets, two hand pockets with a coin/key fob pocket, plus six strong belt loops for the perfect fit and ultimate freedom of movement. Columbia offers these pants in multiple colors and sizes. Extended sizing available. Straight Fit and Regular Fit. To ensure the size you choose is just right, please refer to our sizing chart and abide by the following measurement instructions: To find your waist measurement, measure around your natural waistline. And for your inseam measurement, measure from the top of the interior leg to the bottom of the ankle.",87,4.4,Hand pockets,207,19
207,Dickies Men's Flex Double Knee Work Pant, Dickies,34.99,"65% Polyester, 35% Cotton",Belt,Honduras,"Following in the footsteps of Dickies classic double knee work pant, but with a slightly lighter flex fabric that moves with you. Polyester/cotton blend resists wrinkles, has stain release and wicks moisture away from the skin to help keep you feeling drier. Relaxed fit provides more room through the seat and thigh with a straight leg opening.",453,4.4,Flex fabric for ease of movement,208,22
208,Dickies Men's Original 874 Work Pants, Dickies,29.99,"65% Polyester, 35% Cotton",Zipper,Mexico,"Dickies Men's Original 874® Work Pants are designed to be timeless and functional. A beloved icon since 1967, these men's pants combine a relaxed fit with a high-rise waist and slightly tapered leg, giving practical wear a fashionable flair. Made of the durable signature twill Dickies is known for, these pants will soften with wear. The reinforced seams, welt back pockets, and signature wide-tunnel belt loops show why this is a must-have in anyone's wardrobe. Our Original 874® Work Pants look good and wear even better. They can help you make your mark throughout your workday.",Unknown,3,Reinforced seams,209,22
209,Dickies Men’s Relaxed Fit Sanded Duck Carpenter Jean, Dickies,39.99,100% Cotton,34 Inches,Mexico,Dickies carpenter jean is made of a strong and durable 12 ounce duck fabric that is sanded and garment washed for your comfort.,4148,4.3,Utility loop and dual tool pockets,210,22
210,Lee Mens Extreme Motion Slim Straight Jean, Lee,39.9,"Black: 97% Cotton, 3% Spandex; Maverick Zander: 69% Cotton, 20% Polyester, 8% Rayon, 3% Spandex; Triple: 85% Cotton, 13% Polyester, 2% Elastane",Zipper,Bangladesh,Unknown,11298,4.6,"SLIM FIT. With a slim fit through the seat and thigh, these jeans sit at the waist. Made with comfort in mind, this jean is perfect for everyday wear.",211,43
211,Wrangler Mens Riggs Workwear FrRelaxedFitJeans, Wrangler,64.44,100% Cotton,Mexico,Unknown,Unknown,20074,4.5,"RELAXED FIT. For long days on the job, you want a work jean that keeps you comfortable. Made with a relaxed fit that fits over your work boots, this pant features a classic, comfortable fit",212,78
212,Lucky Brand Men's 410 Athletic Fit Jean, Lucky Brand,43.77,"92% Cotton, 6% Polyester, 2% Elastane",Zipper,China,"Designed for athletic shapes, our 410 athletic fit balances a relaxed fit with a modern tapered leg, giving you plenty of room to move.",4459,4.5,"Inseam: available in 30"", 32"" and 34""",213,46
213,Dickies Men's Cooling Hybrid Utility Pants, Dickies,41.39,"72% Cotton,25% Polyamide,3% Elastane",Zipper,Bangladesh,Stay cool on the job no matter how much you bend with these flexible Dickies Cooling Utility Pants. Pockets are everywhere on these smooth-fitting pants. Hidden touches like mesh pocket bags and the responsive Temp-iQ® fabric technology keep you cool all day.,47,4.3,Sits slightly below waist; regular fit; straight leg,214,22
214,Haggar Men's JMH Premium Stretch Slim Fit Suit Separates - Pants & Jackets, Haggar,59.99,100% Polyester,Vietnam,Unknown,You'll love the J.M. Haggar Suit Separate collection. Crafted in our finest fibers creating a style you love to put on for any occasion.,142,4.2,SUIT SEPARATES: Haggar offers suit separates that allow you to find the perfect fit! This subtle grid suit separate coat coordinates with the matching suit separate coat style HZ70295.,215,34
215,Wrangler Authentics Men's Classic 5-Pocket Regular Fit Cotton Jean, Wrangler Authentics,29.85,100% Cotton,Zipper,Mexico,"The Wrangler Authentics collection delivers laid-back style for the man on the go. Performance-level comfort is built into our classic button-downs and blue jeans for an outfit that feels as good as it looks. Wrangler Authentics jeans are constructed with 5-pocket styling, made from heavyweight 100% cotton denim and feature a comfortable waist with deep front pockets. Available with Advanced Comfort technology that helps your jeans move with you for all day comfort. Pair with your favorite Wrangler Authentics shirt for a night out or casual weekend.",44482,4.5,"REGULAR FIT. This classic five-pocket jean is constructed with a regular fit through the seat and thigh, made to sit at the natural waist.",216,79
216,Under Armour Men's Drive Tapered Pants, Under Armour,73.96,100% Knit,Pull On,Philippines,"UA Microthread fabric dries faster, won't cling to you, won't chafe & stretches without absorbing sweat.Under Armour’s mission is to make all athletes better through passion, design and the relentless pursuit of innovation.Where we started? It all started with an idea to build a superior T-shirt.The technology behind Under Armour's diverse product assortment for men, women and youth is complex, but the program for reaping the benefits is simple: wear HeatGear when it's hot, ColdGear when it's cold, and AllSeasonGear between the extremes...",290,4.6,"UA Microthread fabric dries faster, won't cling to you, won't chafe & stretches without absorbing sweat",217,75
217,Timberland PRO Men's Gritman Flex Athletic Fit 5 Pocket Work Pant, Timberland PRO,42.4,"98% Cotton, 2% Elastane",Button,Bangladesh,"Made with tough material, yet easy to move and stretch, Timberland PRO Work Pants feature durable fabrics, built-in articulation and pockets in all the right places. Workdays just got a little easier. Built on a tradition of craftsmanship and innovation, the Timberland PRO brand helps you conquer your work day. We know what you wear is as important as the tools you use. We also know that what's needed to get the job done is always changing, so our footwear and apparel are always evolving, engineered with technologies to proved the very best in comfort, durability and performance - all day long. While Timberland PRO Work Apparel looks great on the job, it's the details that make them really stand out.",2,4.5,Comfort Flex Canvas stretches and rebounds for ease of movement,218,70
218,Brooks Brothers Men's Regular Fit Stretch Advantage Chino Pants, Brooks Brothers,82.6,"97% Cotton , 3% Spandex",Zipper,Vietnam,"We've redesigned our best-selling Advantage Chinos with an innovative new flexible waistband and a touch of stretch throughout for all-day comfort. Crafted from comfortable four season stretch cotton twill, these essential chinos are treated with a special process that imparts wrinkle-resistance, superior softness and long-lasting color. This high-performance pair features slanted front pockets and back button-welt pockets.",5,4.7,"These Chino pants feature a flexible waistband in four-season stretch cotton twill you can wear year-round; They're wrinkle-resistant, enviably soft and hold their color wash after wash",219,11
219,Mossy Oak Sherpa Fleece Lined Camo Hunting Pants for Men, Mossy Oak,99.99,100% Polyester,Zipper,China,Unknown,376,4.5,"DESIGN: The outer shell is made from a soft, quiet, and durable 390g performance micro-fleece fabric that sheds light rain and snow. The inner layer is lined with sherpa fleece for ultimate warmth in cold winter weather.",220,49
220,Wrangler Mens Cowboy Cut Relaxed Fit Jeans, Wrangler,29.95,100% Cotton,Button,Mexico,Unknown,3593,4.5,Five-pocket jean in relaxed bootcut silhouette featuring zip fly with button closure,221,78
221,Tommy Hilfiger Men's Casual Moisture Wicking Wrinkle Resistant Stretch Performance Pants in Straight Fit, Tommy Hilfiger,96.58,100% Polyester,Button,China,"Introducing Tommy Hilfiger's performance chino, the ultimate blend of style and functionality for men. Crafted from premium fabric with advanced features including wrinkle resistance, moisture-wicking, and 4-way stretch, these lightweight pants offer unbeatable comfort and breathability. Whether you're on the move or lounging around, Tommy Hilfiger's travel pants deliver the perfect combination of flexibility and durability. With a straight fit design that sits below the waist and cuts straight from hip to hem, these pants offer a casual yet polished look for any occasion. Pair them effortlessly with your favorite Tommy Hilfiger shirts, tees, sweaters, jackets, or coats for versatile styling options suitable for both casual and formal settings. Ideal for daily wear, work, school, vacation, gym sessions, or sports like golf, these men's slacks are a wardrobe essential. Treat yourself or surprise a loved one with this timeless piece, perfect for fathers, brothers, boyfriends, husbands, sons, or friends. Elevate your everyday style with the unbeatable quality and sophistication of Tommy Hilfiger's casual pants for men.",20,4.8,"MEN'S CASUAL PANTS : Tommy Hilfiger’s performance chino is made of premium fabric with wrinkle resistance, moisture wicking, and 4 way stretch features. This lightweight pants for men is super comfortable and has breathability.",222,71
222,Under Armour Men's Tricot Joggers, Under Armour,48.27,100% Knit,Pull On,Philippines,"Smooth tricot knit exterior with a brushed interior for soft comfort & warmth. Material wicks sweat & dries really fast. Encased elastic waistband with external drawcord. Secure, zip hand pockets & open back pocket.",79,4.6,Smooth tricot knit exterior with a brushed interior for soft comfort & warmth,223,75
223,Haggar Men's Travel Performance Tailored Fit Suit Separates-Pants & Jackets, Haggar,59.99,100% Polyester,Cambodia,Unknown,Haggar Mens Travel Performance Tailored Fit Suit Separates Pants Jackets,381,4.2,SUIT SEPARATES: Enjoy the benefit of looking polished while feeling comfortable when you choose your customized suit jacket and suit pant size. Simply select your jacket and pant sizes and add them to the cart separately,224,34
224,Haggar Men’s The Active Series Slim/Straight Fit Flat Front Pant, Haggar,39.99,"71% Cotton, 26% Polyester, 3% Elastane",Button,Bangladesh,HAGGAR Mens The Active Series Straight Fit Flat Front Pant,248,4.5,"THE ACTIVE SERIES COLLECTION: The Utility Cargo is constructed in ripstop performance fabric and designed to keep up with your active lifestyle. From hiking trails to city streets, the Urban Cargo is ideal for casual wear and outdoor recreation.",225,34
225,Wrangler Riggs Workwear mens Lined Ranger Pant, Wrangler,47.97,100% Cotton,Zipper,Nicaragua,Unknown,1458,4.6,"RELAXED FIT. This relaxed fit work pant is designed with function and comfort in mind. Built with a relaxed fit through the seat, thigh, and knee, our lined work jean sits comfortably on the waist and leaves plenty of room to fit over your work boots.",226,78
226,Dickies Men's Flex Regular Fit Double Knee Work Pants, Dickies,34.99,"65% Polyester, 35% Cotton",Zipper,Honduras,"Every little detail was designed with performance in mind. Crafted from an ultra-durable, twill blend that’s built for the long haul, these Dickies FLEX Regular Fit Straight Leg Double Knee Work Pants flex with your body so you stay comfortable even outside your comfort zone. Double-knee reinforcement means they double down on toughness so you can focus on the job, not your pants.",Unknown,3,Flex fabric provides ultimate comfort and mobility,227,22
227,Wrangler Mens RetroSlimFitBoot Cut Green Jeans, Wrangler,53.49,"99% Cotton, 1% Spandex",Zipper,Bangladesh,Unknown,11696,4.2,"SLIM FIT. This slim boot cut jean is designed with fashion-forward style. Built with a slim fit through the seat and thigh, our Retro jean sits lower on the waist and leaves enough room to fit over your favorite pair of boots.",228,78
228,"Columbia Flex ROC Pant Mens, Alpine Tundra, 38W x 30L", Columbia,55.0,"98% Cotton, 2% Elastane",Zipper,India,"These pants are an everyday outdoor enthusiast's must-have. The Columbia Men's Flex ROC Casual Hiking Pants are an essential because of its signature soft-to-the-touch cotton blend that remains lightweight, yet durable, no matter the activity. High quality fabrics and expert craftsmanship are the backbone of Columbia’s apparel. These men's pants are durable and comfortable and include six strong belt loops for the perfect fit and ultimate freedom of movement. They feature two front and two rear pockets, plus a zippered security pocket, and a multi-tool/knife pocket to keep key items at the ready. Columbia offers these pants in multiple staple colors, lengths and sizes. Extended sizing available. Regular Fit. To ensure the size you choose is just right, please refer to our sizing chart and abide by the following measurement instructions: To find your waist measurement, measure around your natural waistline. And for your inseam measurement, measure from the top of the interior leg to the end of the knee.",51,4.5,"DURABLE OUTDOOR PANTS: The Columbia Men’s Flex ROC Casual Hiking Pants are perfectly at home on the trail, across pavement, or sitting fireside. Designed for carefree wear, you'll love this everyday outdoor staple.",229,19
229,Lee Men's Legendary Regular Straight Jean, Lee,34.9,"99% Cotton, 1% Spandex",Zipper,Mexico,"Lee is an iconic American denim and casual apparel brand that's been making legendary product for legendary people since 1889. With over 125 years of purposeful design and craftsmanship, we know a thing or two about style. Fueled by our core values of authenticity, integrity, and drive, we create products our customers love, time and time again. From uniquely styled jeans, pants, and shorts to on-trend shirts and jackets, our movement-inspired innovations, versatile styling, and superior fit have inspired generations.",1193,4.5,"REGULAR FIT. Designed with a regular fit through the seat and thigh, these straight leg jeans sit at the natural waist and are the perfect casual closet essential.",230,43
230,"Champion mens Joggers, Powerblend, Ankle-length Joggers, Sweatpants for Men With Pockets (Reg. Or Big & Tall)", Champion,37.5,100% Cotton,Pull On,El Salvador,"Champion mens Joggers, Powerblend, Ankle-length Joggers, Sweatpants for Men With Pockets (Reg. Or Big & Tall)",225,4.5,THE FIT - Standard-fit men's cargo joggers have a 29” inseam. Elastic waistband with drawcord adjusts for a fit that feels good.,231,16
231,PUMA Men's Teamliga Training Pants, PUMA,45.0,100% Polyester,Pull On,Vietnam,Only see great. Our core collection steps up. This collection is for those that enjoy the battle as much as the win. A re-designed fit for high performances and perfect wearability. For your comfort off pitch and your matches on pitch.,206,4.1,Regular Fit,232,56
232,GAP Men's Essential Khaki Straight Taper Fit, GAP,49.95,"98% Cotton, 2% Lycra",Button,Bangladesh,Everyday performance meets all day comfort. The not so basic khaki pants that look great with everything. Win win.,208,4.4,"THE ESSENTIAL KHAKIS: With a tapered leg and straight fit that’s lean but never tight, our khaki dress pants are made from a smooth cotton twill fabric with GapFlex stretch to keep you comfortable all day long",233,29
233,Under Armour Men's Gameday Vanish Knicker 21 Pants, Under Armour,40.62,100% Knit,Pull On,Indonesia,"Under Armour’s mission is to make all athletes better through passion, design and the relentless pursuit of innovation. The technology behind Under Armour's diverse product assortment is complex, but the program for reaping the benefits is simple: wear HeatGear when it's hot, ColdGear when it's cold, and AllSeasonGear between the extremes.",48,4.7,"Under Armour’s mission is to make all athletes better through passion, design and the relentless pursuit of innovation",234,75
234,Buffalo David Bitton Men's Non-Denim Straight Leg Six French Terry Pants with Cotton Blend Stretch, Buffalo David Bitton,62.3,"98% Cotton, 2% Elastane",Zipper,USA,"Crafted from a premium cotton blend stretch fabric, these pants promise breathability, durability, and the perfect amount of flexibility. This ensures that you stay comfortable and unrestricted.",31,3.9,"Premium Cotton Blend Material: Crafted from a high-quality cotton blend fabric, these non-denim pants offer exceptional stretch and flexibility for all-day comfort.",235,12
235,Propper Men's Edgetec Tactical Pants, Propper,39.99,100% Polyester,Zipper,China,"Pockets where you need them, ultra-comfortable and lightweight durability that lasts, the Men's 7-Pocket EdgeTec Tactical Pant delivers the performance you need in the field.",62,4.3,"UNIFORM READY: Look professional in the ultra comfortable, lightweight EdgeTec Tactical Pant; This budget-friendly cargo pant works best as part of a security or corrections officer uniform or for the range, outdoors, hiking, travel, and casual wear",236,58
236,Red Kap Men's Lightweight Crew Pant, Red Kap,37.99,"70% Polyester , 28% Cotton , 2% Spandex",Button,Mexico,"Red Kap men's lightweight crew pants. Dowry finish keeps you dry when liquids spill. Stretch canvas fabric for added flexibility. Concealed, no-scratch button closure at the waistband to protect your work. Born in the garage, these pants are packed with features meant specifically for the automotive industry. And they're only from Red Kap. The Red Kap done right guarantee: proven durability. Red Kap challenges industry experts to put our work wear to the test. We test, tweak, and repeat until it's done right. Comfort. Comfortable fabric and a straight fit free you to bend and move with ease, even in tight-spaces and difficult conditions. Function. Engineered with: dowry finish helps cut down dry time zero scratch collection means worry-free work wear ill stretch canvas fabric takes comfort and durability to a new level. A Red Kap exclusive. Covered buttons so if anybody scratches that perfect paint job, it won't be you. Inseam gusset means room to crouch, bend and stretch with ease. Stretch waistband expands up to 3 inches, then goes right back into shape. Two (2) jean-style front pockets. Two (2) oversize hip pockets. Cell phone pocket on right leg. Clean-ability. With each wash, the stain-resistant fabric releases soil, dirt and grease, all while retaining its original color and comfortable fit. Designed with pride. Red Kap work wear is geared for the garage, crafted for the carmakers, and perfect for any job requiring some elbow grease.",155,4.3,"Pant label length may state a finished dimension (34U, 36U, 37U) depending on the style, as items are cut to order.",237,60
237,Helly Hansen Men's Seven J Waterproof Windproof Rain Pant, Helly-Hansen,85.0,100% Polyester,Pull On,China,"Classic Hilly Hansen rain pant that fits with a more active user, clean pull on design and lower leg zips make it easy to put on. Ideal when the weather really gets wet and you want to stay dry.",68,4.1,Package length: 35.8 cm,238,36
238,Kenneth Cole REACTION Men's Skinny Fit Stretch Dress Pant, Kenneth Cole REACTION,80.85,"67% Polyester, 28% Viscose, 5% Elastane",Hook and Bar,Vietnam,"Just like the trusty comfort dress pants you know and love, we steered over to making our fabrics more innovative so they perform and keep up with your busy lifestyle. Cut in a skinny fit, these pants offer stretch and mobility when you need it most in your day. PRO STYLE TIP: For a Pair these pants with your favorite T-shirt and sneakers. To dress this pant up a bit, toss on a solid blazer to balance out the laid back look.",130,4.3,FEATURES: This flat front skinny fit pant features a hook and bar closure with a fly front. The off seam pocket design and single welt button through back pocket is what gives this pant a sophisticated yet modern look.,239,42
239,Nautica Men's Anchor Fleece Basic Joggers, Nautica,44.99,"80% Cotton, 20% Polyester",Drawstring,Indonesia,"With an ultra-soft cotton blend knit and a snug waist fit, these fleece joggers will be your go-to for running errands or just kicking back at home.",381,4.5,"Side slant pockets, back patch pocket",240,51
240,Wrangler Men's Retro Relaxed Fit Bootcut Jeans, Wrangler,41.16,"99% Cotton, 1% Spandex",Zipper,Bangladesh,"Since 1947, Wrangler has maintained a relentless commitment to quality apparel built to fit your life. Wrangler fills your closet with authentic snap shirts, tees, jackets and authentic western denim that keep you comfortable in true western style. Our shirts feature iconic details such as pearl snaps, pointed yokes, ‘W’ stitching on the pockets, and spread collars. Jeans come in 100% heavyweight denim or with a bit of stretch for extra comfort and feature a Wrangler patch, W stitching on pockets and classic 5 pocket styling. Crafted with care, our western line is made for men who start their day before the sun comes up and won’t stop working until the job is done. This is Wrangler, made for you.",6359,4.3,"RELAXED FIT. This relaxed fit boot cut jean is designed with fashion-forward style. Built with a relaxed fit through the seat, thigh, and knee, our Retro jean sits lower on the waist and leaves plenty of room to fit over your favorite pair of boots",241,78
241,Eddie Bauer Men's Voyager Flex Five-Pocket Twill Pants, Eddie Bauer,65.01,100% Cotton,Elastic,Vietnam,"The ultra-versatile chino just got a major upgrade in comfort too. It starts with the two-way stretch, moisture-wicking cotton/nylon/spandex fabric. Add to that the gusset in the crotch, the articulated knees, and the fixed waist with its interior elastic flex-comfort waistband, and you've got serious, unrestricted mobility. When walking in low-light conditions, you can roll up the hem to expose the reflective binding strip to enhance your visibility.",2,3,FreeDry moisture-wicking technology for active adventures,242,24
242,IZOD Men's Big and Tall Performance Stretch Pleated Pant, IZOD,34.41,"58% Cotton, 40% Polyester, 2% Spandex",Button,China,"From outdoor ballgames to brunch, wear-all-day comfort with Sport Flex stretch for maximum ease and movement. Whether for work or play, action or relaxtion, these pants for men perform",813,4.4,Sport Flex Stretch technology moves with your body for maximum flexibility,243,38
243,Haggar Men's Premium Stretch Classic Fit Subtle Pattern Suit Separates Pants & Jackets, Haggar,59.99,Dry Clean Only,Unknown,Unknown,HAGGAR Mens Premium Stretch Classic Fit Subtle Pattern Suit Separates Pants & Jackets,146,4.3,Enjoy the benefit of looking polished while feeling comfortable when you choose your customized suit jacket and suit pant size. Simply select your jacket and pant sizes and add them to the cart separately,244,34
244,Lee Men's Extreme Motion Regular Taper Jean, Lee,39.9,"77% Cotton, 21% Recycled Polyester, 2% Spandex",Zipper,Pakistan,"Lee is an iconic American denim and casual apparel brand that's been making legendary product for legendary people since 1889. With over 130 years of purposeful design and craftsmanship, we know a thing or two about style. Fueled by our core values of authenticity, integrity, and drive, we create products our customers love, time and time again. From uniquely styled jeans, pants, and shorts to on-trend shirts and jackets, our movement-inspired innovations, versatile styling, and superior fit have inspired generations.",2,3,MADE FOR MOTION. Lee Extreme Motion regular fit tapered leg jeans combine fun with style. They maximize your range of motion and make it easy to take part in your favorite activities — whether playing with your kids or enjoying the outdoors.,245,43
245,Dickies Men's Flex Double Knee Work Pant Loose Straight Fit, Dickies,40.15,"65% Polyester, 35% Cotton",Hook and Eye,Honduras,"Wash after wash, the easy-care fabric on Dickies’ Loose Fit Double Knee Work Pant resist staining and keep a sharp crease without ironing. You'll appreciate the extra layer of fabric reinforcement on the knees, so they don't wear thin and blow out. The slightly wider leg opening fits over boots. Dickies signature belt loops are strong enough to support even heavy tool belts. Plus, the roomy fit is perfect for kneeling, bending and getting in and out of trucks.",1752,4.4,Sits at waist with a generous fit in seat and thigh; straight leg,246,22
246,Haggar Mens Smart Wash Premium Stretch Classic Fit Solid Suit Separates-Pants & Jackets, Haggar,59.99,"78% Polyester, 22% Recycled Polyester",Hook and Bar,Cambodia,Haggar Mens Smart Wash Premium Stretch Classic Fit Solid Suit Separates-Pants & Jackets,278,4.4,SUIT SEPARATES: Enjoy the benefit of looking polished while feeling comfortable when you choose your customized suit separate jacket and suit separate pant size. Simply select your jacket and pant sizes and add them to the cart separately.,247,34
247,Hanes Sport Men's Performance Sweatpant with Pockets, Hanes,17.78,100% Polyester,Drawstring,Jordan,"Hanes sport. Performance. Style. Comfort. Hanes sport builds on our comfort heritage with innovative technologies to give you the looks that fit your life, your sport, and your style.",781,4.3,Lightweight fleece for warmth without weighing you down,248,35
248,Volcom Men's Vorta Slim Fit Stretch Denim Jean, Volcom,64.95,"98% Cotton, 2% Elastane",Button,China,"Volcom was founded in 1991 as America’s First Boarding Company and combined the cultures of skateboarding, surfing, snowboarding, music and art through our ‘Youth Against Establishment’ lens. This same energy continues to this day as we unite diverse lifestyles with our ‘True To This’ battle cry.",1573,4.5,"Slim fit straight leg 15"" leg opening, sits below waist",249,77
249,Haggar Mens Cool Right Performance Flex Classic Fit Pleat Front Pant (Regular And Big And Tall Sizes), Haggar,43.64,100% Polyester,Zipper,Bangladesh,Haggar Mens Cool Right Performance Flex Classic Fit Pleat Front Pant (Regular And Big And Tall Sizes),530,4.6,"COOL RIGHT: A casual pant that checks all the boxes! Whether you are at the office or on the green, this pant is sure to provide the comfort and performance that Haggar is known for.",250,34
